iter	RMSE
0	0.01340901587
1	0.01332847133
2	0.01324515899
3	0.01313017094
4	0.01304793061
5	0.01296810879
6	0.01288612356
7	0.01278553848
8	0.01270365781
9	0.01261690769
10	0.01255833592
11	0.01247413449
12	0.01238697396
13	0.01227561246
14	0.01216078487
15	0.01205937689
16	0.01198423852
17	0.01189536882
18	0.0117981826
19	0.01172567034
20	0.01166015789
21	0.01159648281
22	0.01150892453
23	0.01142974787
24	0.0113433503
25	0.0112611229
26	0.01117606774
27	0.01108748655
28	0.01101367131
29	0.01094468618
30	0.0108961084
31	0.01083248221
32	0.01073112351
33	0.01063328159
34	0.01053592965
35	0.01048712985
36	0.01043448433
37	0.01033982815
38	0.01025696467
39	0.01015660845
40	0.01009573587
41	0.01005537928
42	0.009977574567
43	0.009933316414
44	0.009857642343
45	0.009788938567
46	0.009736169774
47	0.00966762917
48	0.009613897447
49	0.009569427129
50	0.009501540202
51	0.00940738598
52	0.009341963881
53	0.00929455547
54	0.009237752683
55	0.009189123446
56	0.009136247921
57	0.009077394745
58	0.009028292544
59	0.008951976206
60	0.008897355557
61	0.008856256612
62	0.008776827357
63	0.008724245755
64	0.008658810558
65	0.00861231891
66	0.008572002092
67	0.008512122764
68	0.008474417545
69	0.008419217394
70	0.008378687906
71	0.00832755285
72	0.008269045727
73	0.008205778327
74	0.008137997515
75	0.008091313285
76	0.008050848943
77	0.0080031876
78	0.007955919276
79	0.007900300904
80	0.007854310054
81	0.007792091342
82	0.007758071653
83	0.007723719055
84	0.007657535618
85	0.007598748009
86	0.007510752666
87	0.00746369428
88	0.007411797319
89	0.007355541279
90	0.007310941102
91	0.007256689338
92	0.00720482642
93	0.00715425656
94	0.007102709097
95	0.007067156036
96	0.007018565016
97	0.006967888211
98	0.006941236744
99	0.006898673834
100	0.006846067921
101	0.006802867663
102	0.006756348117
103	0.006735624483
104	0.006706154404
105	0.006690268738
106	0.006646862985
107	0.006619867249
108	0.0065673321
109	0.006502139149
110	0.006461417393
111	0.006428768243
112	0.006382153576
113	0.006345317483
114	0.006325629981
115	0.006278410533
116	0.006248622769
117	0.006207499417
118	0.006168730823
119	0.006123560077
120	0.006096639679
121	0.006067582943
122	0.00601771465
123	0.005971509813
124	0.005916228171
125	0.005864606756
126	0.005824095104
127	0.005782459752
128	0.005743361314
129	0.005721503089
130	0.005673543391
131	0.005629291933
132	0.005594154122
133	0.005573547008
134	0.00552937234
135	0.005493705248
136	0.005466098217
137	0.005431916522
138	0.005386100325
139	0.005352162293
140	0.005329194784
141	0.00530220626
142	0.005291098356
143	0.005256436955
144	0.005220020316
145	0.005188936831
146	0.005161178307
147	0.005125540977
148	0.005090227162
149	0.005058560852
150	0.005014539562
151	0.004981322509
152	0.004953352623
153	0.004910799456
154	0.004870764426
155	0.004848113674
156	0.004805627042
157	0.004782085646
158	0.004751980995
159	0.004721323961
160	0.004689108739
161	0.004654191417
162	0.004608998735
163	0.004576664959
164	0.004543361149
165	0.004510792405
166	0.004480357312
167	0.004447455825
168	0.00442006092
169	0.004372061659
170	0.00434369643
171	0.004315450781
172	0.004283849182
173	0.004265138073
174	0.004241116865
175	0.004212038488
176	0.004183860082
177	0.004157465829
178	0.00411764501
179	0.004086428557
180	0.004056410105
181	0.004034394894
182	0.004011975335
183	0.003981477412
184	0.003954364414
185	0.003928090451
186	0.003898801798
187	0.003884175584
188	0.003851101573
189	0.00382903045
190	0.00380210245
191	0.003781822732
192	0.003754998146
193	0.003729985663
194	0.003703992019
195	0.003674786554
196	0.003651154419
197	0.00362514508
198	0.003601765359
199	0.003576014352
200	0.003550988349
201	0.003530501936
202	0.003503335918
203	0.003476194915
204	0.003450415201
205	0.00342761599
206	0.003401477746
207	0.003379758261
208	0.003358255991
209	0.003334018947
210	0.003310207736
211	0.003287821745
212	0.003266237867
213	0.0032452836
214	0.003221335535
215	0.003202489869
216	0.003181637257
217	0.003161948182
218	0.0031424133
219	0.003124127716
220	0.003104845407
221	0.003084756546
222	0.003065894479
223	0.003046711002
224	0.003029079429
225	0.003010902979
226	0.002987893756
227	0.002969286358
228	0.002952465263
229	0.002929060362
230	0.002910494957
231	0.002892606091
232	0.002875503689
233	0.002858321453
234	0.002839919628
235	0.002823688956
236	0.002805548759
237	0.002789377388
238	0.002771917798
239	0.002755588791
240	0.002739738631
241	0.002722590717
242	0.002706387389
243	0.002690281428
244	0.00267457402
245	0.002656890914
246	0.002640823247
247	0.002624814131
248	0.002608606799
249	0.002592740094
250	0.002577379204
251	0.002560117344
252	0.002544615674
253	0.002529703436
254	0.002515033511
255	0.002500277815
256	0.002485707301
257	0.002470743902
258	0.002454403415
259	0.002440272864
260	0.002425961842
261	0.002411848934
262	0.002397679682
263	0.002383652379
264	0.00236972414
265	0.002355921989
266	0.002342226969
267	0.00232857681
268	0.00231490619
269	0.002301347701
270	0.002287211099
271	0.002273824809
272	0.002260640179
273	0.002247533399
274	0.002234417188
275	0.002221442924
276	0.002208558054
277	0.00219575251
278	0.002183212689
279	0.002170578401
280	0.002157885772
281	0.002145356183
282	0.002132923058
283	0.002120670869
284	0.002108363546
285	0.00209593521
286	0.00208353671
287	0.002071451491
288	0.002059316988
289	0.002047437299
290	0.002035191638
291	0.00202330008
292	0.002011647131
293	0.002000108607
294	0.001988666262
295	0.001977041305
296	0.00196562421
297	0.0019541706
298	0.00194271031
299	0.001931320596
300	0.001920124801
301	0.001908958927
302	0.001897866221
303	0.00188680242
304	0.001875902598
305	0.001864928484
306	0.001854058495
307	0.001843211789
308	0.001832431427
309	0.001821711533
310	0.001811056041
311	0.00180045806
312	0.00178984578
313	0.001779348157
314	0.00176892013
315	0.001758532831
316	0.001748343873
317	0.001738039607
318	0.001727834189
319	0.001717892318
320	0.001707891473
321	0.001697996074
322	0.001688139425
323	0.001678230775
324	0.001668498936
325	0.001658791228
326	0.00164910553
327	0.00163947704
328	0.00162999365
329	0.00162017677
330	0.001610713393
331	0.0016012636
332	0.00159188379
333	0.00158258886
334	0.001573386874
335	0.001564198207
336	0.001555047257
337	0.001545940178
338	0.001536862827
339	0.001527769994
340	0.001518832157
341	0.001509961543
342	0.001501127891
343	0.001492363762
344	0.001483615049
345	0.001474953108
346	0.001466441677
347	0.001457844696
348	0.001449297546
349	0.001440833996
350	0.001432471333
351	0.001424189199
352	0.001415835073
353	0.001407618494
354	0.001399415382
355	0.001391216513
356	0.00138309542
357	0.001374997035
358	0.001366957632
359	0.001358991282
360	0.001351023716
361	0.001343103724
362	0.001335263622
363	0.001327480765
364	0.001319698157
365	0.001311977593
366	0.001304281717
367	0.001296635478
368	0.001289104162
369	0.001281578187
370	0.001274065162
371	0.001266600558
372	0.001259206191
373	0.00125186705
374	0.001244528438
375	0.001237233121
376	0.001229980569
377	0.001222770731
378	0.001215603225
379	0.001208477899
380	0.001201394505
381	0.001194352794
382	0.001187372618
383	0.001180451344
384	0.001173532802
385	0.001166677803
386	0.001159840096
387	0.001153065541
388	0.001146307284
389	0.001139589163
390	0.001132910569
391	0.001126296059
392	0.001119694942
393	0.00111315789
394	0.001106659165
395	0.001100173112
396	0.001093725157
397	0.001087315073
398	0.001080943183
399	0.001074608172
400	0.001068345449
401	0.001062085024
402	0.001055860766
403	0.001049673062
404	0.001043521694
405	0.001037430121
406	0.001031350529
407	0.001025306637
408	0.001019298236
409	0.001013325115
410	0.001007387068
411	0.001001483886
412	0.0009956153649
413	0.0009897812996
414	0.0009839814872
415	0.0009782157256
416	0.0009724838141
417	0.0009667855533
418	0.0009611207446
419	0.0009554891909
420	0.0009498906963
421	0.0009443250657
422	0.0009387921056
423	0.0009332916235
424	0.0009278396584
425	0.0009224033781
426	0.0009169990073
427	0.0009116263579
428	0.000906285243
429	0.0009009754769
430	0.0008956968747
431	0.000890449253
432	0.0008852324292
433	0.0008800462219
434	0.0008748904507
435	0.0008697649363
436	0.0008646695005
437	0.0008596039662
438	0.0008545681572
439	0.0008495618986
440	0.0008445850162
441	0.0008396373371
442	0.0008347186893
443	0.0008298289018
444	0.0008249678049
445	0.0008201352294
446	0.0008153310076
447	0.0008105549724
448	0.000805806958
449	0.0008010867994
450	0.0007963943326
451	0.0007917293947
452	0.0007870918235
453	0.0007824814581
454	0.0007778981383
455	0.000773341705
456	0.0007688119999
457	0.0007643088657
458	0.0007598321461
459	0.0007553816856
460	0.0007509573299
461	0.0007465589251
462	0.0007421863188
463	0.000737839359
464	0.000733517895
465	0.0007292217767
466	0.000724950855
467	0.0007207049817
468	0.0007164840096
469	0.000712287792
470	0.0007081161835
471	0.0007039690393
472	0.0006998462154
473	0.000695747569
474	0.0006916729577
475	0.0006876222403
476	0.0006835952763
477	0.000679591926
478	0.0006756120504
479	0.0006716555117
480	0.0006677221726
481	0.0006638118967
482	0.0006599245484
483	0.000656059993
484	0.0006522180963
485	0.0006483987253
486	0.0006446017476
487	0.0006408270314
488	0.0006370744459
489	0.0006333438612
490	0.0006296351478
491	0.0006259481772
492	0.0006222828216
493	0.000618638954
494	0.0006150164481
495	0.0006114151785
496	0.0006078350202
497	0.0006042758492
498	0.0006007375423
499	0.0005972199768
500	0.0005937230309
501	0.0005902465833
502	0.0005867905137
503	0.0005833547024
504	0.0005799390304
505	0.0005765433792
506	0.0005731676313
507	0.0005698116699
508	0.0005664753786
509	0.0005631586419
510	0.000559861345
511	0.0005565833736
512	0.0005533246143
513	0.0005500849542
514	0.0005468642812
515	0.0005436624837
516	0.0005404794509
517	0.0005373150725
518	0.0005341692391
519	0.0005310418417
520	0.0005279327721
521	0.0005248419226
522	0.0005217691863
523	0.0005187144568
524	0.0005156776284
525	0.0005126585959
526	0.0005096572549
527	0.0005066735015
528	0.0005037072324
529	0.0005007583451
530	0.0004978267374
531	0.000494912308
532	0.0004920149559
533	0.0004891345809
534	0.0004862710834
535	0.0004834243643
536	0.0004805943251
537	0.0004777808679
538	0.0004749838953
539	0.0004722033107
540	0.0004694390179
541	0.0004666909211
542	0.0004639589254
543	0.0004612429362
544	0.0004585428597
545	0.0004558586024
546	0.0004531900714
547	0.0004505371746
548	0.0004478998202
549	0.0004452779169
550	0.0004426713742
551	0.0004400801018
552	0.0004375040101
553	0.0004349430101
554	0.0004323970133
555	0.0004298659316
556	0.0004273496774
557	0.0004248481639
558	0.0004223613044
559	0.0004198890132
560	0.0004174312046
561	0.0004149877937
562	0.000412558696
563	0.0004101438276
564	0.000407743105
565	0.0004053564453
566	0.0004029837659
567	0.0004006249848
568	0.0003982800205
569	0.000395948792
570	0.0003936312186
571	0.0003913272203
572	0.0003890367175
573	0.000386759631
574	0.0003844958822
575	0.0003822453927
576	0.0003800080849
577	0.0003777838814
578	0.0003755727053
579	0.0003733744804
580	0.0003711891305
581	0.0003690165803
582	0.0003668567546
583	0.0003647095789
584	0.0003625749789
585	0.0003604528809
586	0.0003583432116
587	0.0003562458982
588	0.0003541608681
589	0.0003520880494
590	0.0003500273704
591	0.0003479787599
592	0.0003459421473
593	0.0003439174621
594	0.0003419046345
595	0.0003399035948
596	0.0003379142741
597	0.0003359366035
598	0.0003339705148
599	0.0003320159401
600	0.0003300728119
601	0.0003281410631
602	0.0003262206269
603	0.0003243114371
604	0.0003224134277
605	0.0003205265332
606	0.0003186506884
607	0.0003167858286
608	0.0003149318894
609	0.0003130888067
610	0.0003112565169
611	0.0003094349567
612	0.0003076240633
613	0.0003058237742
614	0.0003040340271
615	0.0003022547603
616	0.0003004859124
617	0.0002987274223
618	0.0002969792293
619	0.000295241273
620	0.0002935134935
621	0.0002917958311
622	0.0002900882265
623	0.0002883906208
624	0.0002867029553
625	0.0002850251719
626	0.0002833572125
627	0.0002816990197
628	0.0002800505362
629	0.0002784117051
630	0.0002767824698
631	0.0002751627742
632	0.0002735525622
633	0.0002719517784
634	0.0002703603675
635	0.0002687782745
636	0.0002672054449
637	0.0002656418245
638	0.0002640873591
639	0.0002625419952
640	0.0002610056795
641	0.0002594783589
642	0.0002579599808
643	0.0002564504927
644	0.0002549498426
645	0.0002534579786
646	0.0002519748494
647	0.0002505004037
648	0.0002490345906
649	0.0002475773597
650	0.0002461286605
651	0.0002446884431
652	0.0002432566579
653	0.0002418332554
654	0.0002404181865
655	0.0002390114025
656	0.0002376128546
657	0.0002362224949
658	0.0002348402751
659	0.0002334661478
660	0.0002321000653
661	0.0002307419808
662	0.0002293918472
663	0.0002280496181
664	0.000226715247
665	0.0002253886881
666	0.0002240698954
667	0.0002227588236
668	0.0002214554275
669	0.0002201596619
670	0.0002188714824
671	0.0002175908443
672	0.0002163177036
673	0.0002150520164
674	0.0002137937389
675	0.0002125428279
676	0.0002112992401
677	0.0002100629326
678	0.0002088338629
679	0.0002076119884
680	0.0002063972672
681	0.0002051896573
682	0.000203989117
683	0.0002027956049
684	0.0002016090799
685	0.0002004295011
686	0.0001992568278
687	0.0001980910195
688	0.0001969320361
689	0.0001957798375
690	0.0001946343841
691	0.0001934956364
692	0.000192363555
693	0.0001912381009
694	0.0001901192354
695	0.0001890069198
696	0.0001879011158
697	0.0001868017853
698	0.0001857088903
699	0.0001846223933
700	0.0001835422566
701	0.0001824684431
702	0.0001814009157
703	0.0001803396377
704	0.0001792845725
705	0.0001782356836
706	0.0001771929349
707	0.0001761562904
708	0.0001751257145
709	0.0001741011716
710	0.0001730826263
711	0.0001720700436
712	0.0001710633885
713	0.0001700626263
714	0.0001690677226
715	0.000168078643
716	0.0001670953534
717	0.00016611782
718	0.000165146009
719	0.0001641798869
720	0.0001632194205
721	0.0001622645765
722	0.0001613153222
723	0.0001603716248
724	0.0001594334517
725	0.0001585007706
726	0.0001575735493
727	0.000156651756
728	0.0001557353588
729	0.0001548243261
730	0.0001539186265
731	0.0001530182289
732	0.0001521231021
733	0.0001512332154
734	0.000150348538
735	0.0001494690394
736	0.0001485946894
737	0.0001477254578
738	0.0001468613146
739	0.0001460022301
740	0.0001451481746
741	0.0001442991187
742	0.0001434550332
743	0.0001426158889
744	0.000141781657
745	0.0001409523086
746	0.0001401278152
747	0.0001393081485
748	0.00013849328
749	0.0001376831818
750	0.0001368778259
751	0.0001360771846
752	0.0001352812302
753	0.0001344899354
754	0.0001337032729
755	0.0001329212155
756	0.0001321437364
757	0.0001313708086
758	0.0001306024057
759	0.000129838501
760	0.0001290790683
761	0.0001283240814
762	0.0001275735144
763	0.0001268273412
764	0.0001260855362
765	0.0001253480739
766	0.0001246149288
767	0.0001238860757
768	0.0001231614894
769	0.000122441145
770	0.0001217250177
771	0.0001210128963
772	0.0001203051227
773	0.0001196013084
774	0.0001189017911
775	0.0001182061868
776	0.0001175148295
777	0.0001168273396
778	0.0001161438755
779	0.0001154645768
780	0.0001147890854
781	0.0001141177109
782	0.0001134500992
783	0.0001127865563
784	0.0001121267324
785	0.0001114709299
786	0.0001108188029
787	0.0001101706504
788	0.0001095261305
789	0.0001088855388
790	0.0001082485373
791	0.000107615266
792	0.0001069858474
793	0.0001063599633
794	0.0001057378869
795	0.0001051193038
796	0.000104504484
797	0.0001038931167
798	0.0001032854689
799	0.0001026812333
800	0.0001020806737
801	0.0001014834866
802	0.0001008899326
803	0.0001002997117
804	9.971308154e-05
805	9.912974561e-05
806	9.854982558e-05
807	9.79734273e-05
808	9.74002721e-05
809	9.683059753e-05
810	9.626412823e-05
811	9.570109896e-05
812	9.514123757e-05
813	9.458477607e-05
814	9.40314455e-05
815	9.348147515e-05
816	9.293459921e-05
817	9.239104431e-05
818	9.185054771e-05
819	9.13133334e-05
820	9.077914172e-05
821	9.024807819e-05
822	8.972023373e-05
823	8.919536509e-05
824	8.867367795e-05
825	8.815493193e-05
826	8.763933028e-05
827	8.712663545e-05
828	8.661704831e-05
829	8.611033409e-05
830	8.56066913e-05
831	8.510588791e-05
832	8.460812012e-05
833	8.411315862e-05
834	8.36211973e-05
835	8.313200953e-05
836	8.264578695e-05
837	8.216230556e-05
838	8.168165539e-05
839	8.120391319e-05
840	8.072886982e-05
841	8.025670048e-05
842	7.978719849e-05
843	7.9320537e-05
844	7.885651176e-05
845	7.839529387e-05
846	7.793668148e-05
847	7.748084369e-05
848	7.702758101e-05
849	7.657706056e-05
850	7.612908518e-05
851	7.568382004e-05
852	7.524107029e-05
853	7.480099916e-05
854	7.436341407e-05
855	7.392847636e-05
856	7.349599568e-05
857	7.30660476e-05
858	7.263869571e-05
859	7.221376296e-05
860	7.17913961e-05
861	7.137142019e-05
862	7.095398022e-05
863	7.05389033e-05
864	7.012633275e-05
865	6.971609769e-05
866	6.930833974e-05
867	6.890289005e-05
868	6.849988858e-05
869	6.809916844e-05
870	6.770086796e-05
871	6.73048222e-05
872	6.691116787e-05
873	6.651974195e-05
874	6.613067957e-05
875	6.57438196e-05
876	6.535922511e-05
877	6.497694834e-05
878	6.459684011e-05
879	6.421902257e-05
880	6.384334828e-05
881	6.346993793e-05
882	6.309864586e-05
883	6.272959131e-05
884	6.236263033e-05
885	6.199788077e-05
886	6.163520035e-05
887	6.127470555e-05
888	6.091625577e-05
889	6.055996611e-05
890	6.020569761e-05
891	5.985356403e-05
892	5.950342803e-05
893	5.915540205e-05
894	5.880935035e-05
895	5.846538406e-05
896	5.812336901e-05
897	5.778341505e-05
898	5.744538956e-05
899	5.710934359e-05
900	5.677531865e-05
901	5.644319263e-05
902	5.611306404e-05
903	5.578481223e-05
904	5.545853454e-05
905	5.513411175e-05
906	5.481164005e-05
907	5.44910016e-05
908	5.417229148e-05
909	5.385539324e-05
910	5.354040083e-05
911	5.322719916e-05
912	5.291588108e-05
913	5.260633286e-05
914	5.229864627e-05
915	5.199270888e-05
916	5.16886114e-05
917	5.138624272e-05
918	5.10856925e-05
919	5.07868509e-05
920	5.048980655e-05
921	5.019445088e-05
922	4.990082489e-05
923	4.96089611e-05
924	4.931876021e-05
925	4.903030097e-05
926	4.874348522e-05
927	4.845839079e-05
928	4.817492071e-05
929	4.789315185e-05
930	4.761298839e-05
931	4.733450631e-05
932	4.705761091e-05
933	4.678237727e-05
934	4.65087118e-05
935	4.62366887e-05
936	4.596621549e-05
937	4.569736548e-05
938	4.543004728e-05
939	4.516433336e-05
940	4.490013337e-05
941	4.463751895e-05
942	4.43764008e-05
943	4.411684972e-05
944	4.385877745e-05
945	4.360225398e-05
946	4.334719207e-05
947	4.309366089e-05
948	4.284157421e-05
949	4.259096385e-05
950	4.234185428e-05
951	4.209416723e-05
952	4.184796346e-05
953	4.160316563e-05
954	4.135983376e-05
955	4.111789144e-05
956	4.087739798e-05
957	4.063827786e-05
958	4.040058969e-05
959	4.016425885e-05
960	3.992934325e-05
961	3.969576916e-05
962	3.946359379e-05
963	3.923274428e-05
964	3.900327718e-05
965	3.877512046e-05
966	3.854833004e-05
967	3.832283471e-05
968	3.809868973e-05
969	3.787582475e-05
970	3.765429437e-05
971	3.743402904e-05
972	3.721508275e-05
973	3.699738676e-05
974	3.678099442e-05
975	3.656583779e-05
976	3.63519696e-05
977	3.613932271e-05
978	3.592794924e-05
979	3.571778281e-05
980	3.550884723e-05
981	3.530116005e-05
982	3.509466165e-05
983	3.488939707e-05
984	3.468530741e-05
985	3.448243719e-05
986	3.428072817e-05
987	3.408022437e-05
988	3.388086823e-05
989	3.368270323e-05
990	3.348567252e-05
991	3.328981906e-05
992	3.309508665e-05
993	3.290151775e-05
994	3.270905684e-05
995	3.251774586e-05
996	3.232752994e-05
997	3.213845054e-05
998	3.195045343e-05
999	3.176357958e-05
